id,room,temperature,created_at
666,C,25.18,2025-01-03 07:15:00
667,A,24.08,2025-01-03 07:30:00
668,B,21.93,2025-01-03 07:30:00
669,C,24.25,2025-01-03 07:30:00
670,A,25.86,2025-01-03 07:45:00
671,B,25.27,2025-01-03 07:45:00
672,C,26.58,2025-01-03 07:45:00
673,A,25.03,2025-01-03 08:00:00
674,B,21.64,2025-01-03 08:00:00
675,C,25.02,2025-01-03 08:00:00
676,A,23.77,2025-01-03 08:15:00
677,B,22.7,2025-01-03 08:15:00
678,C,25.44,2025-01-03 08:15:00
679,A,22.95,2025-01-03 08:30:00
680,B,21.07,2025-01-03 08:30:00
681,C,24.38,2025-01-03 08:30:00
682,A,25.89,2025-01-03 08:45:00
683,B,25.18,2025-01-03 08:45:00
684,C,23.43,2025-01-03 08:45:00
685,A,24.84,2025-01-03 09:00:00
686,B,22.43,2025-01-03 09:00:00
687,C,25.5,2025-01-03 09:00:00
688,A,22.69,2025-01-03 09:15:00
689,B,24.04,2025-01-03 09:15:00
690,C,25.04,2025-01-03 09:15:00
691,A,24.82,2025-01-03 09:30:00
692,B,23.73,2025-01-03 09:30:00
693,C,24.92,2025-01-03 09:30:00
694,A,22.46,2025-01-03 09:45:00
695,B,25.63,2025-01-03 09:45:00
696,C,24.16,2025-01-03 09:45:00
697,A,21.84,2025-01-03 10:00:00
698,B,22.64,2025-01-03 10:00:00
699,C,22.67,2025-01-03 10:00:00
700,A,23.99,2025-01-03 10:15:00
701,B,22.32,2025-01-03 10:15:00
702,C,23.94,2025-01-03 10:15:00
703,A,24.58,2025-01-03 10:30:00
704,B,23.45,2025-01-03 10:30:00
705,C,24.16,2025-01-03 10:30:00
706,A,22.71,2025-01-03 10:45:00
707,B,24.28,2025-01-03 10:45:00
708,C,24.94,2025-01-03 10:45:00
709,A,21.75,2025-01-03 11:00:00
710,B,19.25,2025-01-03 11:00:00
711,C,24.39,2025-01-03 11:00:00
712,A,22.25,2025-01-03 11:15:00
713,B,21.39,2025-01-03 11:15:00
714,C,24.76,2025-01-03 11:15:00
715,A,24.13,2025-01-03 11:30:00
716,B,23.0,2025-01-03 11:30:00
717,C,25.46,2025-01-03 11:30:00
718,A,21.78,2025-01-03 11:45:00
719,B,26.79,2025-01-03 11:45:00
720,C,24.51,2025-01-03 11:45:00
721,A,24.51,2025-01-03 12:00:00
722,B,22.54,2025-01-03 12:00:00
723,C,23.58,2025-01-03 12:00:00
724,A,23.47,2025-01-03 12:15:00
725,B,21.56,2025-01-03 12:15:00
726,C,23.8,2025-01-03 12:15:00
727,A,24.57,2025-01-03 12:30:00
728,B,23.15,2025-01-03 12:30:00
729,C,25.49,2025-01-03 12:30:00
730,A,23.91,2025-01-03 12:45:00
731,B,21.5,2025-01-03 12:45:00
732,C,24.39,2025-01-03 12:45:00
733,A,23.29,2025-01-03 13:00:00
734,B,21.89,2025-01-03 13:00:00
735,C,24.34,2025-01-03 13:00:00
736,A,24.15,2025-01-03 13:15:00
737,B,21.24,2025-01-03 13:15:00
738,C,24.08,2025-01-03 13:15:00
739,A,24.39,2025-01-03 13:30:00
740,B,21.1,2025-01-03 13:30:00
741,C,23.85,2025-01-03 13:30:00
742,A,22.71,2025-01-03 13:45:00
743,B,21.33,2025-01-03 13:45:00
744,C,23.61,2025-01-03 13:45:00
745,A,22.42,2025-01-03 14:00:00
746,B,21.68,2025-01-03 14:00:00
747,C,23.84,2025-01-03 14:00:00
748,A,24.29,2025-01-03 14:15:00
749,B,22.38,2025-01-03 14:15:00
750,C,23.25,2025-01-03 14:15:00
751,A,22.84,2025-01-03 14:30:00
752,B,21.45,2025-01-03 14:30:00
753,C,22.37,2025-01-03 14:30:00
754,A,23.86,2025-01-03 14:45:00
755,B,20.21,2025-01-03 14:45:00
756,C,23.33,2025-01-03 14:45:00
757,A,21.91,2025-01-03 15:00:00
758,B,21.65,2025-01-03 15:00:00
759,C,23.69,2025-01-03 15:00:00
760,A,22.81,2025-01-03 15:15:00
761,B,20.42,2025-01-03 15:15:00
762,C,24.17,2025-01-03 15:15:00
763,A,24.64,2025-01-03 15:30:00
764,B,22.47,2025-01-03 15:30:00
765,C,23.87,2025-01-03 15:30:00
766,A,22.72,2025-01-03 15:45:00
767,B,20.73,2025-01-03 15:45:00
768,C,22.79,2025-01-03 15:45:00
769,A,21.34,2025-01-03 16:00:00
770,B,20.16,2025-01-03 16:00:00
771,C,23.37,2025-01-03 16:00:00
772,A,21.96,2025-01-03 16:15:00
773,B,20.21,2025-01-03 16:15:00
774,C,24.37,2025-01-03 16:15:00
775,A,22.85,2025-01-03 16:30:00
776,B,22.0,2025-01-03 16:30:00
777,C,23.14,2025-01-03 16:30:00
778,A,23.56,2025-01-03 16:45:00
779,B,21.88,2025-01-03 16:45:00
780,C,22.9,2025-01-03 16:45:00
781,A,22.38,2025-01-03 17:00:00
782,B,22.63,2025-01-03 17:00:00
783,C,23.21,2025-01-03 17:00:00
784,A,21.74,2025-01-03 17:15:00
785,B,23.21,2025-01-03 17:15:00
786,C,23.65,2025-01-03 17:15:00
787,A,24.82,2025-01-03 17:30:00
788,B,20.14,2025-01-03 17:30:00
789,C,22.69,2025-01-03 17:30:00
790,A,24.38,2025-01-03 17:45:00
791,B,20.85,2025-01-03 17:45:00
792,C,25.0,2025-01-03 17:45:00
793,A,24.5,2025-01-03 18:00:00
794,B,20.58,2025-01-03 18:00:00
795,C,22.75,2025-01-03 18:00:00
796,A,22.53,2025-01-03 18:15:00
797,B,23.15,2025-01-03 18:15:00
798,C,22.62,2025-01-03 18:15:00
799,A,23.93,2025-01-03 18:30:00
800,B,20.02,2025-01-03 18:30:00
801,C,22.97,2025-01-03 18:30:00
802,A,21.29,2025-01-03 18:45:00
803,B,18.45,2025-01-03 18:45:00
804,C,23.05,2025-01-03 18:45:00
805,A,20.95,2025-01-03 19:00:00
806,B,19.38,2025-01-03 19:00:00
807,C,24.6,2025-01-03 19:00:00
808,A,22.53,2025-01-03 19:15:00
809,B,21.72,2025-01-03 19:15:00
810,C,24.94,2025-01-03 19:15:00
811,A,22.69,2025-01-03 19:30:00
812,B,20.89,2025-01-03 19:30:00
813,C,22.42,2025-01-03 19:30:00
814,A,21.82,2025-01-03 19:45:00
815,B,22.79,2025-01-03 19:45:00
816,C,24.28,2025-01-03 19:45:00
817,A,22.24,2025-01-03 20:00:00
818,B,19.48,2025-01-03 20:00:00
819,C,23.27,2025-01-03 20:00:00
820,A,22.31,2025-01-03 20:15:00
821,B,20.06,2025-01-03 20:15:00
822,C,22.42,2025-01-03 20:15:00
823,A,26.28,2025-01-03 20:30:00
824,B,20.35,2025-01-03 20:30:00
825,C,23.59,2025-01-03 20:30:00
826,A,22.75,2025-01-03 20:45:00
827,B,20.22,2025-01-03 20:45:00
828,C,23.24,2025-01-03 20:45:00
829,A,22.89,2025-01-03 21:00:00
830,B,19.87,2025-01-03 21:00:00
831,C,22.36,2025-01-03 21:00:00
832,A,23.14,2025-01-03 21:15:00
833,B,18.64,2025-01-03 21:15:00
834,C,22.05,2025-01-03 21:15:00
835,A,22.24,2025-01-03 21:30:00
836,B,22.09,2025-01-03 21:30:00
837,C,23.79,2025-01-03 21:30:00
838,A,20.77,2025-01-03 21:45:00
839,B,20.99,2025-01-03 21:45:00
840,C,23.51,2025-01-03 21:45:00
841,A,22.22,2025-01-03 22:00:00
842,B,23.04,2025-01-03 22:00:00
843,C,23.18,2025-01-03 22:00:00
844,A,22.4,2025-01-03 22:15:00
845,B,21.17,2025-01-03 22:15:00
846,C,23.69,2025-01-03 22:15:00
847,A,22.39,2025-01-03 22:30:00
848,B,19.33,2025-01-03 22:30:00
849,C,22.96,2025-01-03 22:30:00
850,A,23.66,2025-01-03 22:45:00
851,B,20.65,2025-01-03 22:45:00
852,C,22.82,2025-01-03 22:45:00
853,A,22.48,2025-01-03 23:00:00
854,B,22.27,2025-01-03 23:00:00
855,C,24.29,2025-01-03 23:00:00
856,A,22.97,2025-01-03 23:15:00
857,B,22.11,2025-01-03 23:15:00
858,C,22.66,2025-01-03 23:15:00
859,A,22.12,2025-01-03 23:30:00
860,B,19.61,2025-01-03 23:30:00
861,C,24.03,2025-01-03 23:30:00
862,A,23.05,2025-01-03 23:45:00
863,B,19.75,2025-01-03 23:45:00
864,C,24.77,2025-01-03 23:45:00
865,A,24.13,2025-01-04 00:00:00
866,B,19.82,2025-01-04 00:00:00
867,C,25.2,2025-01-04 00:00:00
868,A,24.29,2025-01-04 00:15:00
869,B,22.18,2025-01-04 00:15:00
870,C,22.71,2025-01-04 00:15:00
871,A,22.56,2025-01-04 00:30:00
872,B,21.56,2025-01-04 00:30:00
873,C,24.87,2025-01-04 00:30:00
874,A,24.18,2025-01-04 00:45:00
875,B,24.72,2025-01-04 00:45:00
876,C,24.05,2025-01-04 00:45:00
877,A,22.27,2025-01-04 01:00:00
878,B,22.39,2025-01-04 01:00:00
879,C,24.51,2025-01-04 01:00:00
880,A,21.68,2025-01-04 01:15:00
881,B,21.31,2025-01-04 01:15:00
882,C,26.01,2025-01-04 01:15:00
883,A,24.26,2025-01-04 01:30:00
884,B,20.61,2025-01-04 01:30:00
885,C,23.09,2025-01-04 01:30:00
886,A,24.4,2025-01-04 01:45:00
887,B,22.61,2025-01-04 01:45:00
888,C,24.73,2025-01-04 01:45:00
889,A,24.34,2025-01-04 02:00:00
890,B,22.54,2025-01-04 02:00:00
891,C,23.95,2025-01-04 02:00:00
892,A,26.72,2025-01-04 02:15:00
893,B,23.14,2025-01-04 02:15:00
894,C,23.88,2025-01-04 02:15:00
895,A,22.45,2025-01-04 02:30:00
896,B,24.5,2025-01-04 02:30:00
897,C,25.1,2025-01-04 02:30:00
898,A,24.18,2025-01-04 02:45:00
899,B,22.75,2025-01-04 02:45:00
900,C,24.29,2025-01-04 02:45:00
901,A,24.23,2025-01-04 03:00:00
902,B,19.44,2025-01-04 03:00:00
903,C,25.85,2025-01-04 03:00:00
904,A,25.15,2025-01-04 03:15:00
905,B,21.13,2025-01-04 03:15:00
906,C,24.96,2025-01-04 03:15:00
907,A,24.05,2025-01-04 03:30:00
908,B,25.4,2025-01-04 03:30:00
909,C,24.2,2025-01-04 03:30:00
910,A,23.96,2025-01-04 03:45:00
911,B,23.15,2025-01-04 03:45:00
912,C,25.27,2025-01-04 03:45:00
913,A,25.49,2025-01-04 04:00:00
914,B,22.01,2025-01-04 04:00:00
915,C,25.22,2025-01-04 04:00:00
916,A,23.97,2025-01-04 04:15:00
917,B,21.99,2025-01-04 04:15:00
918,C,25.42,2025-01-04 04:15:00
919,A,25.39,2025-01-04 04:30:00
920,B,20.53,2025-01-04 04:30:00
921,C,25.09,2025-01-04 04:30:00
922,A,23.15,2025-01-04 04:45:00
923,B,23.83,2025-01-04 04:45:00
924,C,24.85,2025-01-04 04:45:00
925,A,23.98,2025-01-04 05:00:00
926,B,21.61,2025-01-04 05:00:00
927,C,25.78,2025-01-04 05:00:00
928,A,24.82,2025-01-04 05:15:00
929,B,21.64,2025-01-04 05:15:00
930,C,24.08,2025-01-04 05:15:00
931,A,25.54,2025-01-04 05:30:00
932,B,24.55,2025-01-04 05:30:00
933,C,24.91,2025-01-04 05:30:00
934,A,23.79,2025-01-04 05:45:00
935,B,21.85,2025-01-04 05:45:00
936,C,25.2,2025-01-04 05:45:00
937,A,26.52,2025-01-04 06:00:00
938,B,21.09,2025-01-04 06:00:00
939,C,23.81,2025-01-04 06:00:00
940,A,25.25,2025-01-04 06:15:00
941,B,24.04,2025-01-04 06:15:00
942,C,24.56,2025-01-04 06:15:00
943,A,25.14,2025-01-04 06:30:00
944,B,24.62,2025-01-04 06:30:00
945,C,24.66,2025-01-04 06:30:00
946,A,27.13,2025-01-04 06:45:00
947,B,23.72,2025-01-04 06:45:00
948,C,25.57,2025-01-04 06:45:00
949,A,24.58,2025-01-04 07:00:00
950,B,24.0,2025-01-04 07:00:00
951,C,24.3,2025-01-04 07:00:00
952,A,24.33,2025-01-04 07:15:00
953,B,23.07,2025-01-04 07:15:00
954,C,25.27,2025-01-04 07:15:00
955,A,24.48,2025-01-04 07:30:00
956,B,24.52,2025-01-04 07:30:00
957,C,26.35,2025-01-04 07:30:00
958,A,23.28,2025-01-04 07:45:00
959,B,23.14,2025-01-04 07:45:00
960,C,24.63,2025-01-04 07:45:00
961,A,21.98,2025-01-04 08:00:00
962,B,22.82,2025-01-04 08:00:00
963,C,26.15,2025-01-04 08:00:00
964,A,23.61,2025-01-04 08:15:00
965,B,22.34,2025-01-04 08:15:00
966,C,26.23,2025-01-04 08:15:00
967,A,22.55,2025-01-04 08:30:00
968,B,23.16,2025-01-04 08:30:00
969,C,26.02,2025-01-04 08:30:00
970,A,23.57,2025-01-04 08:45:00
971,B,25.18,2025-01-04 08:45:00
972,C,24.01,2025-01-04 08:45:00
973,A,24.38,2025-01-04 09:00:00
974,B,22.94,2025-01-04 09:00:00
975,C,24.18,2025-01-04 09:00:00
976,A,21.56,2025-01-04 09:15:00
977,B,21.7,2025-01-04 09:15:00
978,C,25.0,2025-01-04 09:15:00
979,A,23.93,2025-01-04 09:30:00
980,B,22.21,2025-01-04 09:30:00
981,C,23.84,2025-01-04 09:30:00
982,A,23.97,2025-01-04 09:45:00
983,B,24.12,2025-01-04 09:45:00
984,C,23.6,2025-01-04 09:45:00
985,A,23.27,2025-01-04 10:00:00
986,B,21.71,2025-01-04 10:00:00
987,C,25.02,2025-01-04 10:00:00
988,A,25.91,2025-01-04 10:15:00
989,B,23.36,2025-01-04 10:15:00
990,C,24.2,2025-01-04 10:15:00
991,A,24.74,2025-01-04 10:30:00
992,B,24.27,2025-01-04 10:30:00
993,C,23.76,2025-01-04 10:30:00
994,A,22.52,2025-01-04 10:45:00
995,B,22.29,2025-01-04 10:45:00
996,C,24.37,2025-01-04 10:45:00
997,A,25.05,2025-01-04 11:00:00
998,B,21.81,2025-01-04 11:00:00
999,C,24.19,2025-01-04 11:00:00
1000,A,23.64,2025-01-04 11:15:00
1001,B,21.31,2025-01-04 11:15:00
1002,C,24.97,2025-01-04 11:15:00
1003,A,24.68,2025-01-04 11:30:00
1004,B,21.31,2025-01-04 11:30:00
1005,C,25.17,2025-01-04 11:30:00
1006,A,24.14,2025-01-04 11:45:00
1007,B,23.51,2025-01-04 11:45:00
1008,C,23.61,2025-01-04 11:45:00
1009,A,25.87,2025-01-04 12:00:00
1010,B,22.98,2025-01-04 12:00:00
1011,C,24.89,2025-01-04 12:00:00
1012,A,22.35,2025-01-04 12:15:00
1013,B,22.55,2025-01-04 12:15:00
1014,C,24.82,2025-01-04 12:15:00
1015,A,22.92,2025-01-04 12:30:00
1016,B,20.31,2025-01-04 12:30:00
1017,C,24.57,2025-01-04 12:30:00
1018,A,23.88,2025-01-04 12:45:00
1019,B,19.04,2025-01-04 12:45:00
1020,C,23.42,2025-01-04 12:45:00
1021,A,24.99,2025-01-04 13:00:00
1022,B,22.18,2025-01-04 13:00:00
1023,C,24.08,2025-01-04 13:00:00
1024,A,23.38,2025-01-04 13:15:00
1025,B,23.88,2025-01-04 13:15:00
1026,C,24.71,2025-01-04 13:15:00
1027,A,24.11,2025-01-04 13:30:00
1028,B,21.17,2025-01-04 13:30:00
1029,C,24.74,2025-01-04 13:30:00
1030,A,21.75,2025-01-04 13:45:00
1031,B,19.51,2025-01-04 13:45:00
1032,C,24.76,2025-01-04 13:45:00
1033,A,23.23,2025-01-04 14:00:00
1034,B,23.23,2025-01-04 14:00:00
1035,C,23.2,2025-01-04 14:00:00
1036,A,20.82,2025-01-04 14:15:00
1037,B,21.75,2025-01-04 14:15:00
1038,C,23.09,2025-01-04 14:15:00
1039,A,24.64,2025-01-04 14:30:00
1040,B,19.62,2025-01-04 14:30:00
1041,C,23.8,2025-01-04 14:30:00
1042,A,21.72,2025-01-04 14:45:00
1043,B,21.99,2025-01-04 14:45:00
1044,C,23.64,2025-01-04 14:45:00
1045,A,21.0,2025-01-04 15:00:00
1046,B,23.41,2025-01-04 15:00:00
1047,C,23.66,2025-01-04 15:00:00
1048,A,24.18,2025-01-04 15:15:00
1049,B,21.82,2025-01-04 15:15:00
1050,C,24.26,2025-01-04 15:15:00
1051,A,23.14,2025-01-04 15:30:00
1052,B,20.79,2025-01-04 15:30:00
1053,C,21.46,2025-01-04 15:30:00
1054,A,25.06,2025-01-04 15:45:00
1055,B,20.56,2025-01-04 15:45:00
1056,C,23.17,2025-01-04 15:45:00
1057,A,22.99,2025-01-04 16:00:00
1058,B,23.91,2025-01-04 16:00:00
1059,C,21.73,2025-01-04 16:00:00
1060,A,24.59,2025-01-04 16:15:00
1061,B,19.97,2025-01-04 16:15:00
1062,C,23.31,2025-01-04 16:15:00
1063,A,20.73,2025-01-04 16:30:00
1064,B,19.68,2025-01-04 16:30:00
1065,C,22.63,2025-01-04 16:30:00
1066,A,22.51,2025-01-04 16:45:00
1067,B,19.83,2025-01-04 16:45:00
1068,C,23.27,2025-01-04 16:45:00
1069,A,23.55,2025-01-04 17:00:00
1070,B,23.47,2025-01-04 17:00:00
1071,C,21.95,2025-01-04 17:00:00
1072,A,21.29,2025-01-04 17:15:00
1073,B,20.25,2025-01-04 17:15:00
1074,C,23.53,2025-01-04 17:15:00
1075,A,22.87,2025-01-04 17:30:00
1076,B,21.18,2025-01-04 17:30:00
1077,C,23.04,2025-01-04 17:30:00
1078,A,21.42,2025-01-04 17:45:00
1079,B,21.48,2025-01-04 17:45:00
1080,C,22.82,2025-01-04 17:45:00
1081,A,21.65,2025-01-04 18:00:00
1082,B,20.55,2025-01-04 18:00:00
1083,C,23.38,2025-01-04 18:00:00
1084,A,24.34,2025-01-04 18:15:00
1085,B,21.81,2025-01-04 18:15:00
1086,C,22.45,2025-01-04 18:15:00
1087,A,23.26,2025-01-04 18:30:00
1088,B,21.78,2025-01-04 18:30:00
1089,C,22.2,2025-01-04 18:30:00
1090,A,19.72,2025-01-04 18:45:00
1091,B,18.72,2025-01-04 18:45:00
1092,C,23.75,2025-01-04 18:45:00
1093,A,21.97,2025-01-04 19:00:00
1094,B,21.17,2025-01-04 19:00:00
1095,C,23.47,2025-01-04 19:00:00
1096,A,21.76,2025-01-04 19:15:00
1097,B,21.4,2025-01-04 19:15:00
1098,C,24.11,2025-01-04 19:15:00
1099,A,23.94,2025-01-04 19:30:00
1100,B,20.87,2025-01-04 19:30:00
1101,C,24.15,2025-01-04 19:30:00
1102,A,20.75,2025-01-04 19:45:00
1103,B,21.36,2025-01-04 19:45:00
1104,C,23.26,2025-01-04 19:45:00
1105,A,22.88,2025-01-04 20:00:00
1106,B,20.31,2025-01-04 20:00:00
1107,C,22.61,2025-01-04 20:00:00
1108,A,20.36,2025-01-04 20:15:00
1109,B,20.12,2025-01-04 20:15:00
1110,C,25.14,2025-01-04 20:15:00
1111,A,23.72,2025-01-04 20:30:00
1112,B,20.95,2025-01-04 20:30:00
1113,C,24.1,2025-01-04 20:30:00
1114,A,24.55,2025-01-04 20:45:00
1115,B,22.41,2025-01-04 20:45:00
1116,C,22.82,2025-01-04 20:45:00
1117,A,21.6,2025-01-04 21:00:00
1118,B,21.51,2025-01-04 21:00:00
1119,C,23.43,2025-01-04 21:00:00
1120,A,21.5,2025-01-04 21:15:00
1121,B,21.08,2025-01-04 21:15:00
1122,C,23.14,2025-01-04 21:15:00
1123,A,21.37,2025-01-04 21:30:00
1124,B,23.04,2025-01-04 21:30:00
1125,C,23.05,2025-01-04 21:30:00
1126,A,23.75,2025-01-04 21:45:00
1127,B,22.71,2025-01-04 21:45:00
1128,C,22.71,2025-01-04 21:45:00
1129,A,22.88,2025-01-04 22:00:00
1130,B,20.23,2025-01-04 22:00:00
1131,C,23.29,2025-01-04 22:00:00
1132,A,22.25,2025-01-04 22:15:00
1133,B,22.39,2025-01-04 22:15:00
1134,C,24.23,2025-01-04 22:15:00
1135,A,22.78,2025-01-04 22:30:00
1136,B,20.29,2025-01-04 22:30:00
1137,C,25.43,2025-01-04 22:30:00
1138,A,23.36,2025-01-04 22:45:00
1139,B,21.43,2025-01-04 22:45:00
1140,C,23.4,2025-01-04 22:45:00
1141,A,23.21,2025-01-04 23:00:00
1142,B,22.32,2025-01-04 23:00:00
1143,C,24.08,2025-01-04 23:00:00
1144,A,23.15,2025-01-04 23:15:00
1145,B,25.97,2025-01-04 23:15:00
1146,C,24.87,2025-01-04 23:15:00
1147,A,21.78,2025-01-04 23:30:00
1148,B,21.5,2025-01-04 23:30:00
1149,C,23.77,2025-01-04 23:30:00
1150,A,25.0,2025-01-04 23:45:00
1151,B,22.71,2025-01-04 23:45:00
1152,C,25.68,2025-01-04 23:45:00
1153,A,24.48,2025-01-05 00:00:00
1154,B,23.08,2025-01-05 00:00:00
1155,C,23.63,2025-01-05 00:00:00
1156,A,23.21,2025-01-05 00:15:00
1157,B,20.01,2025-01-05 00:15:00
1158,C,23.62,2025-01-05 00:15:00
1159,A,24.19,2025-01-05 00:30:00
1160,B,24.06,2025-01-05 00:30:00
1161,C,24.48,2025-01-05 00:30:00
1162,A,22.88,2025-01-05 00:45:00
1163,B,22.4,2025-01-05 00:45:00
1164,C,23.18,2025-01-05 00:45:00
1165,A,23.12,2025-01-05 01:00:00
1166,B,22.64,2025-01-05 01:00:00
1167,C,23.28,2025-01-05 01:00:00
1168,A,25.71,2025-01-05 01:15:00
1169,B,23.09,2025-01-05 01:15:00
1170,C,23.25,2025-01-05 01:15:00
1171,A,24.95,2025-01-05 01:30:00
1172,B,25.46,2025-01-05 01:30:00
1173,C,24.61,2025-01-05 01:30:00
1174,A,24.93,2025-01-05 01:45:00
1175,B,21.8,2025-01-05 01:45:00
1176,C,24.76,2025-01-05 01:45:00
1177,A,24.44,2025-01-05 02:00:00
1178,B,24.43,2025-01-05 02:00:00
1179,C,24.53,2025-01-05 02:00:00
1180,A,25.88,2025-01-05 02:15:00
1181,B,23.03,2025-01-05 02:15:00
1182,C,24.22,2025-01-05 02:15:00
1183,A,24.06,2025-01-05 02:30:00
1184,B,22.25,2025-01-05 02:30:00
1185,C,24.84,2025-01-05 02:30:00
1186,A,22.93,2025-01-05 02:45:00
1187,B,22.77,2025-01-05 02:45:00
1188,C,25.12,2025-01-05 02:45:00
1189,A,24.51,2025-01-05 03:00:00
1190,B,22.35,2025-01-05 03:00:00
1191,C,25.14,2025-01-05 03:00:00
1192,A,26.06,2025-01-05 03:15:00
1193,B,21.97,2025-01-05 03:15:00
1194,C,25.93,2025-01-05 03:15:00
1195,A,24.29,2025-01-05 03:30:00
1196,B,22.53,2025-01-05 03:30:00
1197,C,24.76,2025-01-05 03:30:00
1198,A,22.83,2025-01-05 03:45:00
1199,B,23.86,2025-01-05 03:45:00
1200,C,22.79,2025-01-05 03:45:00
1201,A,26.1,2025-01-05 04:00:00
1202,B,20.65,2025-01-05 04:00:00
1203,C,23.37,2025-01-05 04:00:00
1204,A,23.7,2025-01-05 04:15:00
1205,B,21.4,2025-01-05 04:15:00
1206,C,25.75,2025-01-05 04:15:00
1207,A,23.86,2025-01-05 04:30:00
1208,B,23.4,2025-01-05 04:30:00
1209,C,24.71,2025-01-05 04:30:00
1210,A,25.09,2025-01-05 04:45:00
1211,B,25.12,2025-01-05 04:45:00
1212,C,25.36,2025-01-05 04:45:00
1213,A,26.59,2025-01-05 05:00:00
1214,B,22.99,2025-01-05 05:00:00
1215,C,23.69,2025-01-05 05:00:00
1216,A,23.94,2025-01-05 05:15:00
1217,B,26.08,2025-01-05 05:15:00
1218,C,25.37,2025-01-05 05:15:00
1219,A,23.37,2025-01-05 05:30:00
1220,B,22.89,2025-01-05 05:30:00
1221,C,24.13,2025-01-05 05:30:00
1222,A,23.08,2025-01-05 05:45:00
1223,B,23.6,2025-01-05 05:45:00
1224,C,25.85,2025-01-05 05:45:00
1225,A,23.15,2025-01-05 06:00:00
1226,B,23.68,2025-01-05 06:00:00
1227,C,25.27,2025-01-05 06:00:00
1228,A,24.16,2025-01-05 06:15:00
1229,B,22.7,2025-01-05 06:15:00
1230,C,25.06,2025-01-05 06:15:00
1231,A,22.69,2025-01-05 06:30:00
1232,B,24.41,2025-01-05 06:30:00
1233,C,26.99,2025-01-05 06:30:00
1234,A,24.14,2025-01-05 06:45:00
1235,B,22.74,2025-01-05 06:45:00
1236,C,25.83,2025-01-05 06:45:00
1237,A,24.61,2025-01-05 07:00:00
1238,B,22.74,2025-01-05 07:00:00
1239,C,24.16,2025-01-05 07:00:00
1240,A,25.07,2025-01-05 07:15:00
1241,B,20.23,2025-01-05 07:15:00
1242,C,23.58,2025-01-05 07:15:00
1243,A,25.07,2025-01-05 07:30:00
1244,B,22.55,2025-01-05 07:30:00
1245,C,24.94,2025-01-05 07:30:00
1246,A,22.47,2025-01-05 07:45:00
1247,B,21.97,2025-01-05 07:45:00
1248,C,25.24,2025-01-05 07:45:00
1249,A,26.45,2025-01-05 08:00:00
1250,B,22.91,2025-01-05 08:00:00
1251,C,24.33,2025-01-05 08:00:00
1252,A,26.15,2025-01-05 08:15:00
1253,B,24.61,2025-01-05 08:15:00
1254,C,24.94,2025-01-05 08:15:00
1255,A,23.55,2025-01-05 08:30:00
1256,B,23.85,2025-01-05 08:30:00
1257,C,24.66,2025-01-05 08:30:00
1258,A,23.53,2025-01-05 08:45:00
1259,B,24.72,2025-01-05 08:45:00
1260,C,26.11,2025-01-05 08:45:00
1261,A,24.56,2025-01-05 09:00:00
1262,B,21.75,2025-01-05 09:00:00
1263,C,23.88,2025-01-05 09:00:00
1264,A,23.99,2025-01-05 09:15:00
1265,B,21.99,2025-01-05 09:15:00
1266,C,22.94,2025-01-05 09:15:00
1267,A,23.43,2025-01-05 09:30:00
1268,B,23.58,2025-01-05 09:30:00
1269,C,22.23,2025-01-05 09:30:00
1270,A,23.16,2025-01-05 09:45:00
1271,B,21.24,2025-01-05 09:45:00
1272,C,24.26,2025-01-05 09:45:00
1273,A,24.92,2025-01-05 10:00:00
1274,B,21.46,2025-01-05 10:00:00
1275,C,25.87,2025-01-05 10:00:00
1276,A,24.22,2025-01-05 10:15:00
1277,B,24.58,2025-01-05 10:15:00
1278,C,24.06,2025-01-05 10:15:00
1279,A,23.09,2025-01-05 10:30:00
1280,B,22.34,2025-01-05 10:30:00
1281,C,24.56,2025-01-05 10:30:00
1282,A,23.69,2025-01-05 10:45:00
1283,B,22.75,2025-01-05 10:45:00
1284,C,24.94,2025-01-05 10:45:00
1285,A,24.85,2025-01-05 11:00:00
1286,B,23.48,2025-01-05 11:00:00
1287,C,25.05,2025-01-05 11:00:00
1288,A,21.75,2025-01-05 11:15:00
1289,B,21.75,2025-01-05 11:15:00
1290,C,24.07,2025-01-05 11:15:00
1291,A,23.43,2025-01-05 11:30:00
1292,B,21.5,2025-01-05 11:30:00
1293,C,24.27,2025-01-05 11:30:00
1294,A,22.08,2025-01-05 11:45:00
1295,B,22.54,2025-01-05 11:45:00
1296,C,23.43,2025-01-05 11:45:00
1297,A,23.08,2025-01-05 12:00:00
1298,B,22.47,2025-01-05 12:00:00
1299,C,25.3,2025-01-05 12:00:00
1300,A,24.22,2025-01-05 12:15:00
1301,B,23.62,2025-01-05 12:15:00
1302,C,22.67,2025-01-05 12:15:00
1303,A,22.63,2025-01-05 12:30:00
1304,B,21.84,2025-01-05 12:30:00
1305,C,23.57,2025-01-05 12:30:00
1306,A,22.33,2025-01-05 12:45:00
1307,B,21.79,2025-01-05 12:45:00
1308,C,24.37,2025-01-05 12:45:00
1309,A,21.05,2025-01-05 13:00:00
1310,B,22.13,2025-01-05 13:00:00
1311,C,24.18,2025-01-05 13:00:00
1312,A,21.28,2025-01-05 13:15:00
1313,B,19.03,2025-01-05 13:15:00
1314,C,22.69,2025-01-05 13:15:00
1315,A,25.81,2025-01-05 13:30:00
1316,B,21.64,2025-01-05 13:30:00
